('this', 'place')	0.0037445602671794353
('and', 'the')	0.0024289039570893635
('the', 'food')	0.0023276996255439733
('was', 'very')	0.0017204736362716325
('food', 'was')	0.0017204736362716325
('on', 'the')	0.0016192693047262423
('and', 'i')	0.0016192693047262423
('it', 'was')	0.0016192693047262423
('the', 'best')	0.0016192693047262423
('this', 'is')	0.001518064973180852
('service', 'was')	0.001416860641635462
('of', 'the')	0.001416860641635462
('a', 'great')	0.0013156563100900718
('place', 'is')	0.0012144519785446818
('in', 'the')	0.0011132476469992915
('is', 'a')	0.0011132476469992915
('for', 'the')	0.0011132476469992915
('the', 'service')	0.0011132476469992915
('very', 'good')	0.0010120433154539015
('i', 'had')	0.0010120433154539015
